m_bError = False | m_ID = 1 | m_mName = Hero_mName_1 | m_SkinId = 1011 | m_PreLoadID = 1 | m_Prefabs = hero_gongjianshou | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead001 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero011 | m_LargeMap = Hero011 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 240 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2524 | m_FightHpRec = 30 | m_BaseMp = 445 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1550 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 26500 | m_PhyLevelShield = 324 | m_MagLevelShield = 170 | m_LevelHp = 13850 | m_HPLevelRec = 112 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_1 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 809 | m_mName = Hero_mName_809 | m_SkinId = 1161 | m_PreLoadID = 16 | m_Prefabs = hero_zhaoyun | m_Size = 0.77 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead016 | m_HeadExt =  | m_SmallMap = Hero161 | m_LargeMap = Hero161 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 265 | m_BasePhyAtt = 97 | m_BaseMagAtt = 0 | m_AttSpeed = 12050 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 20 | m_MagBaseShield = 8 | m_BaseHp = 2150 | m_FightHpRec = 35 | m_BaseMp = 405 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 532 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 33000 | m_PhyLevelShield = 308 | m_MagLevelShield = 136 | m_LevelHp = 16160 | m_HPLevelRec = 203 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_809 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 810 | m_mName = Hero_mName_810 | m_SkinId = 1171 | m_PreLoadID = 17 | m_Prefabs = hero_fanny | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead017 | m_HeadExt =  | m_SmallMap = Hero171_add | m_LargeMap = Hero171_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 265 | m_BasePhyAtt = 100 | m_BaseMagAtt = 0 | m_AttSpeed = 11175 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 13 | m_MagBaseShield = 8 | m_BaseHp = 2020 | m_FightHpRec = 33 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 100 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1060 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 23000 | m_PhyLevelShield = 232 | m_MagLevelShield = 136 | m_LevelHp = 10216 | m_HPLevelRec = 213 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_810 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 811 | m_mName = Hero_mName_811 | m_SkinId = 1191 | m_PreLoadID = 19 | m_Prefabs = hero_minotaur | m_Size = 0.87 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead019 | m_HeadExt =  | m_SmallMap = Hero191_add | m_LargeMap = Hero191_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 34 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 97 | m_BaseMagAtt = 0 | m_AttSpeed = 9125 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 8 | m_BaseHp = 2206 | m_FightHpRec = 44 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 100 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 416 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 18300 | m_PhyLevelShield = 305 | m_MagLevelShield = 136 | m_LevelHp = 20960 | m_HPLevelRec = 300 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_811 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 812 | m_mName = Hero_mName_812 | m_SkinId = 1211 | m_PreLoadID = 21 | m_Prefabs = hero_ninja | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead021 | m_HeadExt =  | m_SmallMap = Hero211_add | m_LargeMap = Hero211_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 90 | m_BaseMagAtt = 0 | m_AttSpeed = 10675 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 13 | m_MagBaseShield = 8 | m_BaseHp = 2142 | m_FightHpRec = 37 | m_BaseMp = 479 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 848 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 17000 | m_PhyLevelShield = 265 | m_MagLevelShield = 136 | m_LevelHp = 13080 | m_HPLevelRec = 227 | m_LevelMp = 10800 | m_MPLevelRec = 98 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_812 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 813 | m_mName = Hero_mName_813 | m_SkinId = 1221 | m_PreLoadID = 22 | m_Prefabs = hero_freya | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead022 | m_HeadExt =  | m_SmallMap = Hero221_add | m_LargeMap = Hero221_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 86 | m_BaseMagAtt = 0 | m_AttSpeed = 10950 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 8 | m_BaseHp = 2240 | m_FightHpRec = 49 | m_BaseMp = 462 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 612 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 38000 | m_PhyLevelShield = 284 | m_MagLevelShield = 136 | m_LevelHp = 18080 | m_HPLevelRec = 229 | m_LevelMp = 10000 | m_MPLevelRec = 99 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_813 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 814 | m_mName = Hero_mName_814 | m_SkinId = 1261 | m_PreLoadID = 26 | m_Prefabs = hero_kongfu | m_Size = 0.85 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon/HeroHead026 | m_HeadExt =  | m_SmallMap = Hero261_add | m_LargeMap = Hero261_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 96 | m_BaseMagAtt = 0 | m_AttSpeed = 11050 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 8 | m_BaseHp = 2165 | m_FightHpRec = 39 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 808 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 27000 | m_PhyLevelShield = 297 | m_MagLevelShield = 136 | m_LevelHp = 15600 | m_HPLevelRec = 225 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_814 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 815 | m_mName = Hero_mName_815 | m_SkinId = 1271 | m_PreLoadID = 27 | m_Prefabs = hero_wukong | m_Size = 0.88 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon/HeroHead027 | m_HeadExt =  | m_SmallMap = Hero271_add | m_LargeMap = Hero271_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 90 | m_BaseMagAtt = 0 | m_AttSpeed = 11450 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 8 | m_BaseHp = 2205 | m_FightHpRec = 41 | m_BaseMp = 400 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 532 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 30500 | m_PhyLevelShield = 296 | m_MagLevelShield = 136 | m_LevelHp = 17600 | m_HPLevelRec = 275 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_815 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 816 | m_mName = Hero_mName_816 | m_SkinId = 1281 | m_PreLoadID = 28 | m_Prefabs = hero_warrior | m_Size = 0.78 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon/HeroHead028 | m_HeadExt =  | m_SmallMap = Hero281 | m_LargeMap = Hero281 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 96 | m_BaseMagAtt = 0 | m_AttSpeed = 11450 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 16 | m_MagBaseShield = 8 | m_BaseHp = 2116 | m_FightHpRec = 39 | m_BaseMp = 453 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 670 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 31000 | m_PhyLevelShield = 285 | m_MagLevelShield = 136 | m_LevelHp = 15440 | m_HPLevelRec = 258 | m_LevelMp = 10000 | m_MPLevelRec = 102 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_816 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 817 | m_mName = Hero_mName_817 | m_SkinId = 1291 | m_PreLoadID = 29 | m_Prefabs = hero_xiaohongmao | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon/HeroHead029 | m_HeadExt =  | m_SmallMap = Hero291_add | m_LargeMap = Hero291_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 90 | m_BaseMagAtt = 0 | m_AttSpeed = 10725 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 8 | m_BaseHp = 2166 | m_FightHpRec = 30 | m_BaseMp = 430 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 638 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 19300 | m_PhyLevelShield = 252 | m_MagLevelShield = 136 | m_LevelHp = 13600 | m_HPLevelRec = 287 | m_LevelMp = 11500 | m_MPLevelRec = 108 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_817 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 818 | m_mName = Hero_mName_818 | m_SkinId = 1321 | m_PreLoadID = 32 | m_Prefabs = hero_johnson | m_Size = 0.65 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon02/HeroHead032 | m_HeadExt =  | m_SmallMap = Hero321_add | m_LargeMap = Hero321_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 34 | m_BaseSpeed = 280 | m_MoveSpeed = 255 | m_BasePhyAtt = 89 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 21 | m_MagBaseShield = 8 | m_BaseHp = 2246 | m_FightHpRec = 42 | m_BaseMp = 0 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 544 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 15000 | m_PhyLevelShield = 328 | m_MagLevelShield = 136 | m_LevelHp = 21600 | m_HPLevelRec = 300 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_818 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 819 | m_mName = Hero_mName_819 | m_SkinId = 1331 | m_PreLoadID = 33 | m_Prefabs = hero_xinghunfashi | m_Size = 0.55 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon02/HeroHead033 | m_HeadExt =  | m_SmallMap = Hero331 | m_LargeMap = Hero331 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 89 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 13 | m_MagBaseShield = 8 | m_BaseHp = 2016 | m_FightHpRec = 38 | m_BaseMp = 500 | m_FightMpRec = 20 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 468 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 264 | m_MagLevelShield = 136 | m_LevelHp = 11408 | m_HPLevelRec = 161 | m_LevelMp = 10700 | m_MPLevelRec = 105 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_819 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 820 | m_mName = Hero_mName_820 | m_SkinId = 1351 | m_PreLoadID = 35 | m_Prefabs = hero_Hilda | m_Size = 0.85 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon03/HeroHead035 | m_HeadExt =  | m_SmallMap = Hero351 | m_LargeMap = Hero351 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 97 | m_BaseMagAtt = 0 | m_AttSpeed = 10525 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 18 | m_MagBaseShield = 8 | m_BaseHp = 2326 | m_FightHpRec = 42 | m_BaseMp = 0 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 548 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 280 | m_MagLevelShield = 136 | m_LevelHp = 19200 | m_HPLevelRec = 320 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_820 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 821 | m_mName = Hero_mName_821 | m_SkinId = 1371 | m_PreLoadID = 37 | m_Prefabs = hero_lapulapu | m_Size = 0.85 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon03/HeroHead037 | m_HeadExt =  | m_SmallMap = Hero371_add | m_LargeMap = Hero371_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 94 | m_BaseMagAtt = 0 | m_AttSpeed = 11250 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 16 | m_MagBaseShield = 8 | m_BaseHp = 2101 | m_FightHpRec = 35 | m_BaseMp = 0 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 540 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 288 | m_MagLevelShield = 136 | m_LevelHp = 17064 | m_HPLevelRec = 203 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_821 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 9997 | m_mName = Hero_mName_9997 | m_SkinId = 1061 | m_PreLoadID = 6 | m_Prefabs = hero_snow | m_Size = 0.82 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead006 | m_HeadExt =  | m_SmallMap = Hero061_add | m_LargeMap = Hero061_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 34 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 112 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 250 | m_MagBaseShield = 100 | m_BaseHp = 12000 | m_FightHpRec = 42 | m_BaseMp = 450 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 680 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 15000 | m_PhyLevelShield = 0 | m_MagLevelShield = 0 | m_LevelHp = 0 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_9997 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 9998 | m_mName = Hero_mName_9998 | m_SkinId = 1161 | m_PreLoadID = 16 | m_Prefabs = hero_zhaoyun | m_Size = 0.77 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead016 | m_HeadExt =  | m_SmallMap = Hero161 | m_LargeMap = Hero161 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 360 | m_MoveSpeed = 265 | m_BasePhyAtt = 123 | m_BaseMagAtt = 0 | m_AttSpeed = 12050 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 150 | m_MagBaseShield = 75 | m_BaseHp = 8000 | m_FightHpRec = 35 | m_BaseMp = 405 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 665 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 33000 | m_PhyLevelShield = 0 | m_MagLevelShield = 0 | m_LevelHp = 0 | m_HPLevelRec = 203 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_9998 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
